Id,Neighborhood,OverallQual,OverallCond,YearBuilt,ExterQual,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,GarageCars,GarageArea,LotArea,SaleType,SalePrice
1191,Historic,5,1,1973,TA,444.4300133135022,1464.3009461492516,3,1,1,374.0,10757.084122605433,WD,247000
1192,Suburbs,4,8,2020,Gd,1304.982818712277,1569.301069573679,1,2,2,361.0,11947.673494871933,WD,191711
1193,Rural,8,6,1985,Gd,2123.6270914019287,2752.8026921979326,4,4,1,192.0,7019.092669792102,WD,264405
1194,Historic,2,6,2012,Gd,1238.1289263277424,2005.7271877032163,2,2,2,652.0,7803.54972389132,WD,246560
1195,Downtown,5,6,1997,Gd,630.966135768072,1991.5227456362502,2,3,2,522.0,9437.641037263335,WD,323558
1196,Downtown,10,7,2005,TA,1270.2862750996223,1555.5036132136408,5,2,1,377.0,9979.856172457385,WD,258927
1197,Suburbs,9,7,1982,Gd,382.4938240795191,1782.2723792387162,3,1,2,597.0,7758.434034482241,COD,276523
1198,Suburbs,9,5,1942,TA,692.5881592729872,2172.7750590549244,5,1,2,386.0,6239.0712776042255,WD,280472
1199,Waterfront,3,7,1970,Gd,824.7759219687741,2907.7608181539217,3,2,2,363.0,7519.4942898805975,WD,592065
1200,Waterfront,10,2,1943,Ex,1418.0669350725043,1947.4461371262516,3,3,1,277.0,6837.41899153119,WD,451279
1201,Historic,4,3,1939,Gd,1279.2836075896398,1484.8789774644265,5,1,2,535.0,8710.225293730575,WD,249731
1202,Suburbs,10,2,1949,Gd,,2001.9705175921897,3,2,2,572.0,4750.724858663138,WD,255357
1203,Suburbs,1,9,2002,Gd,1325.7252851593764,1880.413390393786,3,2,2,549.0,11500.802158591541,WD,232198
1204,Downtown,2,1,1986,TA,777.8678332393504,3787.9020300597563,3,1,0,0.0,13913.041576676653,WD,562337
1205,Waterfront,6,5,2017,Gd,1243.259685169199,1650.5083531108362,3,2,1,378.0,5829.170683440363,WD,344804
1206,Suburbs,9,5,1931,TA,696.3353451093118,1934.306740511064,4,2,3,1039.0,5646.24664449792,WD,265609
1207,Suburbs,6,1,1953,TA,957.6451673168584,2346.376236691964,3,1,2,593.0,5445.6967404312745,WD,307774
1208,Downtown,1,1,1924,Gd,670.0163526346996,2000.4476620371588,2,2,2,592.0,6574.585884130087,WD,358441
1209,Historic,5,6,1966,Gd,958.9232059864637,2561.5999362744483,4,2,1,396.0,13229.456352134152,WD,346679
1210,Suburbs,4,3,1926,TA,525.4310784443355,1908.8756681291388,4,2,0,0.0,6272.6736280132145,WD,234852
1211,Rural,6,8,1998,Gd,658.6358822272009,1570.3148101971265,5,1,2,429.0,8383.830367634762,WD,163600
1212,Suburbs,4,1,1977,Ex,745.715923707905,2156.357339556666,3,1,2,640.0,6592.478902070225,WD,318874
1213,Suburbs,8,3,1972,Gd,611.8388784213519,2050.5317246134023,1,2,0,0.0,1845.1813610058198,WD,232259
1214,Downtown,8,9,2008,TA,,2322.053532942896,4,2,0,0.0,6332.2991464287925,WD,332142
1215,Suburbs,7,8,2001,TA,1033.5140010665389,1504.1392810963785,3,2,3,1162.0,7857.823831973141,COD,224850
1216,Suburbs,10,1,2007,Ex,1530.686030054796,2252.669835849666,5,3,1,199.0,12563.569115738219,WD,342486
1217,Downtown,2,1,2007,Gd,552.2146650437102,2768.394194761926,4,2,2,372.0,2749.922514987985,WD,418292
1218,Waterfront,8,7,2014,Fa,584.9458721407561,656.7450598756168,4,2,2,567.0,10832.261402152717,WD,250473
1219,Rural,2,4,2022,Gd,1013.3806521159091,1850.8146144489308,4,2,2,596.0,8676.364886945552,WD,192791
1220,Waterfront,1,1,1929,Gd,345.7363627271849,1274.084181871813,3,2,2,407.0,7694.344763532438,WD,283023
1221,Waterfront,9,3,1923,TA,1097.7358773929657,2424.025155746709,3,2,1,388.0,4862.3400634579175,WD,526353
1222,Suburbs,5,9,1981,Gd,1006.2059163845561,1873.8496261008968,4,2,1,200.0,11676.816311453775,WD,262720
1223,Waterfront,6,7,1990,Gd,1217.9497314647106,1373.8382650795538,4,3,1,339.0,8993.481369311305,WD,324930
1224,Rural,1,7,1973,Fa,1895.0199544185712,1469.7004786637515,4,2,2,521.0,7855.073943482006,WD,159682
1225,Suburbs,1,4,2009,TA,1023.4160100081939,3041.2716206655273,3,2,2,476.0,7677.879604653073,WD,374929
1226,Rural,8,2,1988,Gd,783.8711577359707,1703.5524864661543,3,2,0,0.0,10776.683489845112,WD,167806
1227,Historic,10,4,2013,TA,1384.8988120560273,1845.3150372901919,2,1,1,219.0,5411.164106306043,WD,280017
1228,Rural,10,9,1986,Gd,995.0881587565412,2097.8549587278003,3,3,1,296.0,12268.812673280949,WD,202890
1229,Suburbs,5,8,1983,Fa,934.4160067792056,1135.6581744873188,1,1,2,380.0,14568.984316768838,COD,111067
1230,Rural,2,6,1991,TA,1714.8904131461022,2476.0207406109434,3,2,2,699.0,7067.600341912319,WD,247856
1231,Suburbs,7,5,1970,Gd,1300.2686874405308,1007.1221099413627,5,1,2,463.0,11866.355468022688,WD,154132
1232,Waterfront,1,2,1939,Gd,619.3676284150889,2343.4737849589956,3,2,1,276.0,6226.961231371889,WD,408449
1233,Suburbs,4,9,1951,TA,631.2931039352413,1362.4066585920414,5,2,2,395.0,4581.905635094037,WD,202520
1234,Downtown,1,2,1936,Fa,465.8697989760552,1795.7317790110637,5,2,1,283.0,6234.181825094601,WD,261004
1235,Suburbs,8,8,1957,Ex,559.8373098980778,2557.8625316310536,2,1,2,636.0,9214.305792342222,WD,325754
1236,Rural,5,5,2022,Fa,1451.3370739846011,1325.3297439624594,4,1,2,382.0,7260.532611660923,WD,155166
1237,Downtown,2,3,2007,Gd,796.7104143315651,1662.2397088785483,5,1,2,742.0,9191.570700573877,WD,291662
1238,Suburbs,4,6,1976,TA,285.7121875334642,1471.9393780411515,3,2,2,491.0,8760.018198420174,WD,179276
1239,Downtown,2,3,1944,Gd,1183.0416098454216,2098.059180575747,3,1,2,510.0,6694.573932490022,WD,375013
1240,Waterfront,8,5,1973,TA,1067.72019854022,1030.0041200388296,4,1,1,217.0,4297.892192327371,New,284265
1241,Rural,6,3,1959,TA,820.6472359792737,1457.1333838445462,2,3,2,749.0,7881.975804737061,WD,130362
1242,Rural,9,7,1994,Fa,745.3595983935367,2014.2674512623385,3,2,3,768.0,3850.103239967533,COD,221743
1243,Suburbs,6,4,2009,TA,,3192.7929311341068,3,3,2,491.0,8186.341797456018,WD,436295
1244,Suburbs,2,8,1928,Gd,1029.3080575415681,1976.4015611061955,4,2,1,338.0,8981.622780749822,WD,264267
1245,Suburbs,3,8,1923,TA,1160.6456976871373,1703.695346945889,4,2,2,499.0,1000.0,WD,238997
1246,Waterfront,2,1,1943,Ex,300.4756961174428,1630.3671014069541,4,2,2,563.0,11784.149377214446,WD,372549
1247,Suburbs,3,3,1931,Gd,560.6387588708844,3211.862182160663,5,1,2,800.0,6963.136904138852,WD,444955
1248,Rural,3,1,2022,Gd,820.9027626798975,2443.9785662636323,4,2,0,0.0,9509.566906536535,WD,208923
1249,Suburbs,9,6,1960,TA,466.4546312639586,1040.621371890098,2,1,2,564.0,6022.31462340449,WD,138842
1250,Suburbs,8,8,2015,TA,1190.9158503683811,405.61735931657995,2,2,3,1067.0,6757.472851399844,WD,134638
1251,Rural,5,7,1926,TA,1270.0609037629733,964.5481059303306,3,2,2,379.0,12799.236752801276,WD,79030
1252,Suburbs,7,1,1967,Gd,757.3437362896148,1916.1994091818387,1,2,2,525.0,3921.6442124904097,WD,247685
1253,Suburbs,4,2,1942,Fa,1265.2849058828629,1857.1625511809689,3,2,1,334.0,6450.085932322946,WD,198018
1254,Waterfront,8,4,1999,Gd,1090.7484993510259,1952.4485543799824,3,3,2,761.0,8134.965226942911,WD,440884
1255,Downtown,5,8,1923,Ex,1093.1899279343688,3018.2676180187473,4,1,0,0.0,1000.0,WD,390944
1256,Waterfront,10,3,1979,Gd,0.0,1911.4144045125568,3,2,2,593.0,5198.941586757739,WD,398188
1257,Rural,10,1,1985,TA,922.0475024863854,1897.4002043739483,4,1,2,563.0,10424.420148906283,WD,193103
1258,Suburbs,3,7,2016,TA,760.5698808069945,1663.7372199675856,3,3,1,285.0,4137.720394760365,WD,252820
1259,Suburbs,1,5,1973,Gd,943.4529170423989,2043.97276903465,6,2,2,567.0,8458.07108934172,WD,287599
1260,Rural,3,3,1964,TA,829.7783174094399,2263.3479951797576,3,3,2,773.0,9004.91849169136,COD,228674
1261,Waterfront,3,1,1975,Gd,520.4827201200325,1837.5921111578937,4,1,1,358.0,9506.014208518562,WD,387376
1262,Waterfront,5,8,1934,Gd,866.125046788516,977.9744654296999,3,2,1,251.0,4816.920050870718,WD,266253
1263,Rural,5,3,1965,Gd,834.1249866790133,1105.1869032823884,1,2,1,193.0,8470.72247901719,WD,72920
1264,Downtown,7,9,1938,TA,1360.7702891851916,2191.450771378968,3,2,1,330.0,4473.589248486365,WD,268990
1265,Suburbs,3,6,1978,Gd,943.7421496907625,1189.7382265965991,3,3,1,340.0,7101.292628433693,WD,151464
1266,Suburbs,8,8,2011,Gd,771.4957829014555,1624.1857321074924,5,1,1,350.0,10594.731287170913,WD,285973
1267,Suburbs,2,2,1946,TA,501.2888566286283,528.7572507265293,2,2,1,231.0,5441.678493038207,WD,50000
1268,Rural,10,7,2007,Gd,2090.7900091693728,2455.232598873849,2,1,2,640.0,9588.189150621021,WD,265751
1269,Rural,9,7,1974,Fa,1397.9611745065288,1399.6754128536945,3,2,1,321.0,7763.090502220561,WD,142189
1270,Suburbs,2,7,1974,Gd,1065.9352429564547,400.0,3,3,2,409.0,10271.443038640129,WD,95606
1271,Suburbs,6,7,2005,TA,432.4098534363269,2265.1766451719686,4,2,2,700.0,2088.4330998316163,WD,364970
1272,Downtown,8,3,2020,Gd,392.8061968043804,816.3744477972689,3,3,1,310.0,11528.08752855388,WD,181561
1273,Historic,2,1,1977,Gd,1668.4148118421833,982.594003494056,3,2,0,0.0,2585.460011190904,WD,182248
1274,Historic,1,6,1970,TA,1644.5125193648478,2363.6337863473136,4,3,2,,4312.276528811262,New,410690
1275,Suburbs,6,8,1948,Fa,1109.985786599007,1371.3026274585798,3,2,1,281.0,11427.975083366317,WD,177896
1276,Suburbs,5,4,1975,TA,676.0514463951232,3059.729952164088,5,2,1,367.0,7771.570923138569,New,402799
1277,Suburbs,10,5,2014,TA,780.4454068199569,837.2405312288373,4,2,2,524.0,6668.557784906041,WD,179071
1278,Suburbs,4,3,1957,TA,652.4199388395801,2949.228380615015,2,2,3,1187.0,10823.322734271296,WD,360383
1279,Suburbs,8,2,1982,Gd,1831.16086277974,1095.2125238602132,2,3,2,706.0,7611.855700997773,WD,154488
1280,Suburbs,10,6,2018,Gd,918.3566877508466,1558.188291508976,4,2,1,361.0,5022.898350593496,WD,257339
1281,Downtown,10,6,1981,Gd,1324.7923418215066,1097.0170495622929,3,1,2,619.0,11740.499923202075,WD,251414
1282,Downtown,6,3,1980,Gd,1381.2982865182623,2548.457938636467,2,2,2,484.0,8787.57398602025,WD,435145
1283,Downtown,5,3,1970,Fa,486.0999158890678,2869.2048767660144,4,2,1,269.0,4159.972530506442,WD,446101
1284,Suburbs,5,6,2005,Gd,1031.5728564573599,1511.480855547976,5,1,1,316.0,5687.439934638348,WD,244302
1285,Downtown,10,3,1958,Gd,887.5830958446451,1605.5183354454048,4,2,2,749.0,4986.859068626982,New,256126
1286,Suburbs,7,6,2020,Fa,1515.1828080348885,733.4149225417648,2,2,1,340.0,4448.609870653359,WD,129086
1287,Downtown,8,3,2003,Ex,1241.2957102467597,2613.4846556214384,1,2,1,259.0,7592.564188461731,WD,357839
1288,Historic,2,5,2000,TA,978.3616895687838,1116.7334505910103,3,2,3,710.0,7770.8896829651285,WD,268500
1289,Downtown,8,4,2006,TA,1058.9796507536262,900.9118751773124,2,1,2,639.0,9271.853352694738,WD,209745
1290,Waterfront,4,5,2003,Gd,725.6480784526887,1791.9754482930878,3,2,2,396.0,9678.584165548198,WD,426246
1291,Downtown,7,7,1973,Fa,620.3350753028509,1454.8494061638903,3,1,2,525.0,10536.595989811844,WD,235838
1292,Suburbs,1,1,1955,Gd,697.4154397678085,1279.9847778433364,1,1,3,705.0,11057.110799000275,WD,207922
1293,Historic,5,5,1938,Gd,1198.108162626228,1682.460116854546,5,1,3,1114.0,9459.57643685573,WD,235236
1294,Suburbs,1,1,1987,TA,1367.403815168868,1322.8767551246003,1,2,2,649.0,9068.887941692788,COD,149993
1295,Rural,6,6,1942,Gd,1252.7317530179394,1909.6320656978187,3,1,2,413.0,10903.487717774007,WD,169481
1296,Suburbs,8,7,1994,Gd,373.42511899437784,2660.12416677554,4,3,3,877.0,9238.84617560792,WD,430033
1297,Historic,5,6,1980,Fa,1129.4629436259663,400.0,5,2,2,707.0,5141.704264072272,WD,73303
1298,Downtown,4,8,1920,Gd,1245.3678964123376,2033.9973815288668,1,2,2,408.0,3821.065124712093,WD,259468
1299,Suburbs,9,7,1922,TA,1681.7181296177514,2731.374404728839,5,2,1,306.0,4922.944361169013,WD,389243
1300,Suburbs,3,9,1967,TA,465.5656508638027,2038.539571110778,3,3,2,693.0,8945.753749575952,WD,252697
1301,Waterfront,5,2,2002,Gd,1429.4080922238172,2674.8553679705688,2,2,2,,7082.5762359211285,WD,559562
1302,Suburbs,4,3,1990,Gd,1637.524866555107,2294.925537494158,4,2,3,1153.0,8681.125464484265,WD,357643
1303,Historic,5,9,1966,TA,561.8480136346309,2007.9531055881487,4,1,0,,7226.623147271406,COD,253455
1304,Historic,6,4,2020,Gd,1260.0120713022798,821.7594897207298,2,2,3,957.0,5241.94851918294,COD,185990
1305,Historic,3,2,1936,Ex,322.21798212442286,771.5597456945754,4,2,3,773.0,1000.0,WD,141763
1306,Downtown,2,5,1929,Gd,989.7571734965666,998.5344341103736,4,2,1,350.0,4340.158718842456,WD,84439
1307,Suburbs,8,9,1981,TA,584.5154263921331,2522.4258356156192,3,3,2,623.0,13241.96152083719,WD,332719
1308,Suburbs,5,2,1955,Ex,1272.8622257140291,1653.3427070030543,3,2,2,764.0,10888.56252658954,WD,274401
1309,Downtown,1,5,1957,TA,980.1100855115363,1964.9314231649191,3,2,1,287.0,5753.424499493182,WD,256494
1310,Historic,4,4,2020,Ex,860.2623558271871,2020.2330255747406,4,2,2,627.0,6395.064336716041,WD,385790
1311,Suburbs,5,4,1960,TA,1244.134276623066,1622.890867393912,3,2,2,,6493.427679245082,New,225995
1312,Rural,6,4,1962,Ex,658.9095047140379,1753.779701297448,4,2,2,614.0,11270.931436688776,WD,172298
1313,Rural,5,6,1990,TA,1007.9499358537965,2568.9731081178347,4,3,2,674.0,10727.074352394206,WD,259852
1314,Suburbs,5,9,1992,Fa,1278.2353631085002,1486.0791417153143,4,3,1,203.0,10891.139950750523,WD,261615
1315,Suburbs,9,8,1981,TA,867.1754874968939,2000.6441940444518,4,1,0,0.0,4961.202206729579,WD,227954
1316,Suburbs,10,7,2012,Gd,1052.47712679749,1321.4672263129692,3,2,3,816.0,13357.17689540895,WD,219062
1317,Suburbs,9,8,1976,Fa,898.0731268667239,1728.5985035828,4,1,1,279.0,7128.124450514424,WD,225232
1318,Suburbs,6,1,1941,TA,1572.2431219961522,2598.139033295722,4,2,2,551.0,10512.955636604998,WD,348411
1319,Suburbs,4,3,1956,TA,1564.8478396474438,1802.7919328967662,3,2,0,0.0,8876.552086448173,WD,230379
1320,Suburbs,9,9,1949,Gd,,1383.9430830324816,3,2,2,366.0,2868.51079925433,WD,185663
1321,Suburbs,8,2,1952,Gd,953.2754144484314,2539.0433354632396,3,2,2,407.0,6454.980767605373,WD,338950
1322,Waterfront,7,6,1941,TA,595.7979281453017,2709.51152464616,3,3,1,276.0,7879.219482392872,WD,526062
1323,Suburbs,5,8,1961,Gd,,3545.136850584755,1,2,2,526.0,5526.677288693376,COD,428608
1324,Suburbs,2,3,1935,Gd,1313.0812221767594,2002.3623960255072,2,2,1,211.0,3558.3769799814127,WD,244243
1325,Suburbs,2,2,1975,TA,1360.436596033895,1177.1681988601329,1,1,2,678.0,6622.009639782866,WD,159423
1326,Historic,1,2,1986,Gd,1570.5617730754445,1316.6496572178917,3,2,1,337.0,11922.750323562383,WD,197151
1327,Suburbs,2,6,1965,TA,980.7504186899594,1560.8555582113784,4,2,2,761.0,9655.556594377767,WD,242524
1328,Suburbs,5,8,1993,TA,892.8149713260904,2237.0472132907184,4,2,1,367.0,6334.617539451507,WD,326258
1329,Downtown,7,6,1936,TA,1596.551753184912,1144.04639449095,3,2,2,724.0,8658.52357338342,WD,222353
1330,Rural,6,9,1994,Gd,783.4266785912152,2199.2677319121294,1,2,0,,3915.064404424201,WD,179530
1331,Suburbs,10,6,2011,Ex,927.4507064823109,1029.2116318254216,3,2,2,748.0,7930.017357513151,WD,166903
1332,Suburbs,1,6,1936,TA,1124.512029061239,1649.502578797652,3,1,2,586.0,2161.601048541378,WD,174814
1333,Suburbs,9,8,2016,TA,566.9493492065185,1184.9029145764348,4,3,1,197.0,4424.541295347337,WD,174892
1334,Waterfront,9,4,2013,TA,1320.612321136991,1405.9540994631598,3,2,1,305.0,10380.966123898075,WD,312070
1335,Waterfront,5,8,2006,Fa,,2667.9473678715176,4,2,2,732.0,6179.470234372282,WD,598175
1336,Rural,5,8,2021,Gd,783.6030821115929,778.3434722473994,2,2,2,402.0,6598.5539035565835,WD,106134
1337,Suburbs,4,2,1925,TA,1465.9718943411526,2317.981595602963,5,3,2,721.0,7662.782781493558,WD,302221
1338,Suburbs,5,5,1968,Gd,530.9083185288246,1934.7212534001562,3,3,2,,12586.22363591357,New,255954
1339,Suburbs,9,3,1936,Gd,852.0418232141177,1837.3047830610492,1,2,2,371.0,1000.0,WD,208236
1340,Suburbs,10,3,1983,Gd,,2252.7408308670024,2,2,1,334.0,5159.0935678923815,WD,252132
1341,Rural,6,6,1996,TA,947.174546911223,1803.4364352720793,3,2,2,644.0,15073.364420440525,WD,199764
1342,Suburbs,2,3,1938,Fa,406.696551076354,1081.2308289355342,2,3,2,746.0,11411.170818712153,WD,164366
1343,Rural,2,8,1982,TA,1097.0375542526704,3810.008698158476,2,2,2,652.0,9486.659844557527,WD,337431
1344,Historic,6,5,1937,Fa,887.4696119037508,1130.4751353244633,3,4,2,476.0,8706.818038530242,WD,142690
1345,Downtown,3,2,1952,TA,1209.587832142832,2744.4763122602344,3,3,2,765.0,7168.8851313975065,WD,414425
1346,Downtown,9,5,1921,TA,1438.6560502846805,974.0869202408744,4,2,2,757.0,3795.4485001147086,WD,162068
1347,Rural,3,7,1982,TA,,3502.501914953018,4,1,0,0.0,6650.244633124837,WD,328337
1348,Rural,6,9,2008,TA,51.09883394331712,958.8399082961394,3,3,2,685.0,7546.069191664835,WD,140130
1349,Suburbs,3,1,1942,Ex,,1420.7668213447669,3,2,1,371.0,11347.412115123672,WD,156033
1350,Waterfront,8,6,1994,Gd,596.0519710398971,541.3223861964311,4,2,2,466.0,8959.807137728558,WD,232172
1351,Rural,8,3,1924,Gd,1203.9535312271673,1387.807907372518,2,2,2,618.0,8106.792846530863,WD,102866
1352,Historic,5,3,1935,TA,1346.25817046865,2023.9707385270983,3,3,2,478.0,5947.747243216663,WD,286080
1353,Waterfront,3,9,1930,Gd,1425.069227658339,1561.2279820248732,3,1,2,504.0,6498.014210775458,New,325550
1354,Downtown,2,9,1987,Gd,1339.411419570443,2735.3112384414503,3,2,1,362.0,2674.588889537863,WD,466538
1355,Suburbs,6,5,1948,Ex,876.527639162201,1820.3056169700803,3,2,2,673.0,8597.92461003732,WD,229437
1356,Suburbs,1,8,1928,Ex,953.1330923548154,2108.751062868557,3,1,2,768.0,4187.170666868556,WD,266029
1357,Waterfront,10,7,1937,Gd,,1812.229543458024,3,3,2,704.0,6864.24532830461,WD,446842
1358,Suburbs,1,1,1937,TA,1325.9156907831725,1314.5894303514178,3,2,1,244.0,10985.19575124689,WD,183891
1359,Downtown,9,4,1976,TA,604.2689504385946,3236.5371039535585,2,2,0,0.0,8701.300051358583,WD,451325
1360,Downtown,5,4,1957,Gd,1368.4797228703571,2051.820544081206,3,2,2,394.0,8913.583983063923,COD,366691
1361,Suburbs,7,5,1946,Gd,273.7238914394668,1738.8100143620002,5,2,1,198.0,11590.001658077063,WD,223167
1362,Suburbs,5,3,1989,Gd,165.34859418231576,920.0093409856726,2,2,1,240.0,9963.78393004699,WD,103006
1363,Downtown,8,6,2019,Gd,339.3369685377197,2314.601946998649,2,3,1,357.0,7513.315639487545,WD,396435
1364,Historic,9,6,2010,Fa,1208.2259968952928,1660.8167257489697,4,2,1,384.0,1922.9924377344323,WD,242803
1365,Downtown,5,2,1994,TA,1248.8119989756105,2189.254178535276,4,2,1,322.0,6661.924491355092,WD,342296
1366,Suburbs,9,7,1977,Gd,1080.7438514913526,1797.7171469078905,3,2,3,1153.0,7664.641272437926,New,281942
1367,Suburbs,5,4,1957,TA,774.4893713278726,2629.8340908790965,5,2,2,624.0,7939.025851380411,WD,384243
1368,Suburbs,8,4,1928,TA,1189.3429937781125,2972.4302403462298,3,2,1,385.0,3071.4454819026596,WD,336258
1369,Waterfront,8,1,1996,TA,731.7454775110696,1590.661204969057,2,1,2,547.0,8486.382661426233,WD,397540
1370,Downtown,8,6,1937,TA,869.6998551207744,2001.7189438306045,3,2,1,394.0,10132.466076932365,WD,277457
1371,Suburbs,4,5,2001,Gd,665.3815911027511,982.4278808587862,3,2,2,453.0,6807.265208951,WD,122315
1372,Waterfront,5,3,1984,TA,1258.7961824910133,1389.982263466726,3,2,2,462.0,9264.378089909878,WD,320222
1373,Suburbs,2,4,2012,TA,767.7274676119888,1401.9592930236663,5,2,2,468.0,5910.150354052333,WD,213030
1374,Suburbs,2,5,2006,TA,1154.9149531304404,1696.1699074976975,3,1,1,217.0,8636.095351784617,WD,241323
1375,Suburbs,3,7,1956,Gd,1035.26448925983,1033.2293970786768,4,2,1,292.0,13541.442552693457,WD,165794
1376,Downtown,10,6,1951,TA,1640.3288828689358,1604.8816137513963,3,2,2,599.0,6671.38477846231,WD,261550
1377,Suburbs,9,7,1973,TA,1027.7876627962216,1532.9642615580879,4,2,2,703.0,4467.755081426015,COD,206373
1378,Waterfront,3,9,1946,TA,1497.5019117517475,3439.562383738906,2,2,0,0.0,10137.613596964957,WD,659194
1379,Suburbs,2,6,1937,Gd,1323.4399586411269,1330.9693259735504,5,3,1,380.0,7097.519715737235,New,168128
1380,Suburbs,6,4,1967,TA,550.7731091922774,3145.503584806792,4,1,2,727.0,5571.226632529375,WD,429323
1381,Downtown,4,4,1975,TA,777.3468589020557,1241.0869226082004,3,3,1,345.0,5663.9347103540795,WD,243134
1382,Suburbs,10,5,1999,Gd,891.0253292276494,1976.283999720742,3,2,2,792.0,8628.529792162595,WD,291183
1383,Rural,6,1,1957,TA,1217.983256230349,1945.4753939377408,4,2,1,,8043.451441058671,COD,175185
1384,Suburbs,6,7,1972,TA,1310.3607360702754,2639.4240473747886,3,2,2,795.0,11766.212430665815,WD,380323
1385,Downtown,1,4,2008,Gd,1261.4123901969292,2544.93408157868,3,3,2,,9164.976955984588,WD,357710
1386,Downtown,2,1,1978,Gd,681.9606841167515,3071.614172646049,4,3,0,0.0,10795.237497823598,COD,422550
1387,Historic,9,9,1982,Ex,992.6056409904999,1956.5457868939734,4,2,2,557.0,7975.3359547952105,WD,302183
1388,Suburbs,2,8,1967,Ex,832.6989984294387,2499.8095751781148,4,2,2,662.0,9380.889678046304,WD,344311
1389,Rural,10,9,1920,TA,1147.5676862777627,1324.4635502042706,4,2,2,490.0,7765.591533802067,WD,141467
1390,Downtown,5,8,1962,Gd,349.30138801625424,1333.5850289149548,3,3,3,,13343.19391781375,WD,288425
1391,Suburbs,6,4,1920,TA,990.3550452104944,2317.395788034674,2,1,1,232.0,9317.330441151273,WD,269527
1392,Suburbs,6,7,2016,TA,294.8162547233437,2162.0231122966875,3,2,3,541.0,3559.0341325502322,WD,318611
1393,Historic,8,1,1929,TA,566.1760548554793,2777.5610287826958,4,3,0,0.0,7350.987964897457,WD,340507
1394,Waterfront,4,5,1925,Fa,1652.8731453029754,1755.6471112620775,3,2,3,779.0,8603.395405627081,WD,414130
1395,Waterfront,5,9,1943,TA,1677.6195189802195,1878.8093709347424,4,3,2,424.0,7877.860808948881,COD,356015
1396,Historic,2,8,1989,Gd,739.7446864530202,951.1304153563709,4,1,2,530.0,10420.585576612777,WD,102733
1397,Suburbs,9,9,1928,Gd,1197.097753004397,2700.318261897924,3,1,2,366.0,6476.595526591071,WD,342509
1398,Suburbs,8,2,1952,Gd,1192.7316180062087,1739.6326157064343,5,2,2,395.0,8013.685905380492,WD,265220
1399,Rural,7,6,1934,TA,1546.2883800023865,600.5150598915627,3,2,2,605.0,10676.388548850477,WD,97824
1400,Downtown,6,2,1957,Gd,1098.431759803054,2980.747083731745,3,2,1,230.0,3748.205942525885,WD,434578
1401,Historic,5,6,2019,Ex,580.7615161632855,2684.044247398982,4,2,2,648.0,5081.681879660895,WD,442224
1402,Rural,6,4,1927,Ex,,1738.99788321293,3,2,0,0.0,13723.031038922141,COD,148909
1403,Suburbs,10,5,2009,Ex,1158.5113830068824,1868.0562119626668,4,3,1,196.0,6863.865281859616,WD,290985
1404,Waterfront,2,5,1990,TA,269.01749238583136,3248.347934045911,3,2,1,296.0,10506.835107761628,WD,668847
1405,Historic,5,7,1929,Gd,313.82643387391374,2591.1397172322704,2,1,2,639.0,11214.978841246782,WD,388146
1406,Downtown,3,5,1937,TA,1338.192698890743,1937.833426622507,1,2,0,0.0,4106.892219821497,WD,297407
1407,Rural,1,1,1945,TA,2056.890621317034,1477.5802212995181,4,2,2,472.0,5419.325095747438,WD,154380
1408,Downtown,3,6,1923,TA,750.4631479661406,2488.9138086401726,5,1,1,186.0,8027.329843074265,WD,470229
1409,Suburbs,7,9,1960,Gd,935.5922713514813,1879.7943024270905,4,2,2,544.0,5972.581498915364,WD,291983
1410,Downtown,10,7,1991,TA,967.6547092918934,1769.5585911369385,4,2,1,325.0,9206.434890726581,WD,280148
1411,Suburbs,1,5,2008,Gd,1097.7720491694038,1733.8462142514725,3,1,2,391.0,9581.37597444246,WD,232917
1412,Suburbs,2,7,2001,Gd,657.8450841594426,3808.1410562552574,4,2,1,382.0,8613.770856351586,WD,500822
1413,Suburbs,6,4,1924,TA,958.8699707014835,2364.418506159526,4,2,1,255.0,7850.67786313041,WD,289894
1414,Downtown,7,7,1923,Ex,1319.1904327786979,1006.112625236951,2,2,2,512.0,9727.169305510706,WD,160707
1415,Waterfront,9,7,1927,TA,768.7203886037554,1250.4147198348323,4,1,1,253.0,11579.636782756455,WD,252376
1416,Suburbs,8,7,1921,TA,,2359.5621637423883,2,2,1,378.0,11905.227171684513,WD,269837
1417,Rural,8,9,1922,TA,1414.1001646372138,789.3703692690813,3,2,2,776.0,8808.681443431957,New,84152
1418,Historic,8,1,1949,Gd,987.1120708489872,2079.0435634072014,3,1,2,752.0,5369.835237392725,WD,320580
1419,Suburbs,5,4,1926,Gd,385.391327237023,1158.6290177220878,3,2,1,353.0,7473.618351914218,WD,140166
1420,Suburbs,7,1,1963,Gd,90.44281994636572,1324.653344895391,3,3,2,475.0,10030.803789971736,WD,205363
1421,Waterfront,5,9,1943,Fa,543.2483761447149,1919.7209737298422,3,2,2,686.0,11296.335440947249,WD,357856
1422,Historic,9,7,1926,TA,1473.206013699471,1599.4200659431315,4,2,1,244.0,11199.288142413805,New,249811
1423,Downtown,5,6,2019,Gd,895.7875330579619,565.5775580977086,3,2,1,263.0,7470.95991152032,New,105148
1424,Downtown,6,1,1920,Gd,1138.8882945728292,1678.4515685056756,6,2,0,0.0,8676.08596687429,WD,267397
